alcohol_content,bitterness,darkness,fruitiness,is_yummy
3.7392953221603777,0.42250329881835064,0.9894625080488639,0.2157910006100548,0
4.207849022891722,0.8416677709351292,0.9286257771779023,0.3804200929756872,0
4.709494110842425,0.32203691547188606,5.3746815799165875,0.1452305306867214,1
4.684742676618232,0.43431456529686,4.072805148319574,0.19132082120196503,1
4.148709580683264,0.5705859977303992,1.4615680141969882,0.26021750111009473,0
3.8227071760676554,0.5442035671209013,0.9724141754104711,0.27567524761671885,0
4.781677168686093,0.24494856501508377,6.654783144709145,0.0724059643417258,1
5.283879238712102,0.23390108374468987,5.8626156965384935,0.08902128303364162,1
4.289563172087767,0.6796344736526125,1.467328792654737,0.3347638616360541,0
5.007389969791458,0.2880069162127078,4.543290590428586,0.11196570264909197,1
4.885884733714292,0.40758041050450144,5.484282670613746,0.1809030292460357,1
4.88699980108634,0.7593171332267783,2.2472813380462826,0.41517436348274095,1
5.00516972754647,0.5866644352596934,0.8366476980348403,0.32648602956386275,1
4.60938242559942,0.1119137875427797,4.012912182919277,0.06943379651708995,0
4.797586724930365,0.5944243855219262,1.944308049016946,0.33821500286764794,1
4.92040294276723,0.03793742812765255,3.0166941010688126,0.03182303123189086,0
4.514646987132079,0.5180659040581066,0.7598715936195514,0.26425347612881017,0
5.787968736703283,0.7615412972340481,4.458844879862109,0.3541525492001101,1
4.48430334107258,0.6110943273309299,0.5182981529252185,0.2975460289364322,0
4.667767508806038,0.08024571703059036,1.16315177747985,0.0343699881022153,0
5.243665472674045,0.37112431404856694,5.45935964852258,0.17883069460768344,1
5.097317931095987,0.5651738840803271,3.5905483433299414,0.23930586001041382,1
4.8989097894891005,0.2496723759465135,4.211756509313428,0.1196314370780298,1
4.936540106165081,0.2686941896365934,5.465732865996513,0.09763172078958447,1
5.5601293594067105,0.5368023310400781,1.938658843347039,0.32283860861177777,1
4.086606839565336,0.6881737217045497,1.554424124324933,0.36638509027047145,0
5.167219034791451,0.183399621665632,3.496708765357939,0.035686099931214056,0
4.805297479976445,0.4951075911938864,1.9868924105919745,0.2555292241478426,1
5.251652775202469,0.6886639632433904,0.8523277929744486,0.3452927175979213,1
4.60405843319792,0.5411755544214232,2.4187601681016972,0.26150260546792586,1
5.320239937305651,0.3527392626087834,2.898092058558582,0.2230365037204423,1
5.126808960337339,0.09039479782822035,3.4615683141975406,0.019147390653577595,0
4.9172534781181465,0.8158955863868809,4.376087223704877,0.4149845803567057,1
4.052013333376807,0.6214673607954408,2.071700636020688,0.2849198344873894,0
3.7186286491469387,0.5651021685023335,1.4276238765165092,0.3262839838397662,0
4.890790472939116,0.15471987603509305,4.094726876707195,0.06719844236076396,0
4.951238272079908,0.2513551077335258,5.657894966224435,0.11912411570153951,1
4.022490506787438,0.5496258428578215,2.4557598599675172,0.21710802717473543,0
4.435353937899215,0.6859305974434308,1.704486393840855,0.29251748427904734,1
4.178505800309407,0.4927814215041726,1.6677783379833642,0.25294410687451563,0
3.9622073999415597,0.5994194608523018,1.1976404866318906,0.22773146828659138,0
5.033468205084789,0.6702706124227704,3.419500547234219,0.341051164518521,1
4.672000391386924,0.563697143748036,0.960640156014422,0.3213611661494505,0
4.085901182019937,0.47158946340263563,2.590255239186469,0.19135027717280362,0
5.122163529272267,0.6208945112552599,2.0546257382820055,0.22530928382766968,1
4.620019159990127,0.18848655376169637,0.3847961052278246,0.12829831196697228,0
4.228829934972972,1.0590935592928339,1.7584039587611744,0.5036133276809346,1
5.383462742685518,0.21165183845372054,5.586426798866983,0.07714601339596033,1
4.429183362174499,0.6925156849146253,2.848425656820881,0.33624171459235974,1
